epoch,loss,loss/bc_left,loss/bc_right,loss/data,loss/ic,loss/nu,loss/pde_residual,lr,step
,,,,,,,,0.001,0
0,0.5932642221450806,0.0544448122382164,0.04444292187690735,0.06667686998844147,0.22685590386390686,0.013251961208879948,0.2008441835641861,,1249
,,,,,,,,0.001,1250
1,0.08368587493896484,0.006610185839235783,0.005589075852185488,0.012707889080047607,0.02328258566558361,0.007774311117827892,0.03549625724554062,,2499
,,,,,,,,0.001,2500
2,0.05840753763914108,0.0036728018894791603,0.003719629719853401,0.009499507956206799,0.01812037266790867,0.0010893127182498574,0.023395229130983353,,3749
,,,,,,,,0.001,3750
3,0.05413740128278732,0.002923182910308242,0.002958402968943119,0.010243939235806465,0.01748049259185791,0.0006476222770288587,0.020531324669718742,,4999
,,,,,,,,0.001,5000
4,0.04521379992365837,0.00253546261228621,0.0024044872261583805,0.007798377890139818,0.014121457003057003,0.00047686375910416245,0.018354002386331558,,6249
,,,,,,,,0.001,6250
5,0.04543621838092804,0.002191690029576421,0.0019427009392529726,0.009028410539031029,0.01257406361401081,0.0003960850590374321,0.019699368625879288,,7499
,,,,,,,,0.001,7500
6,0.04050527140498161,0.0021670113783329725,0.001798465964384377,0.007084401790052652,0.01169031672179699,0.00034452020190656185,0.017765024676918983,,8749
,,,,,,,,0.001,8750
7,0.04035162180662155,0.0019102571532130241,0.0016842435579746962,0.007111131213605404,0.011762527748942375,0.0003043741453438997,0.017883488908410072,,9999
,,,,,,,,0.001,10000
8,0.04447046294808388,0.0020499590318650007,0.0017203603638336062,0.008856543339788914,0.013041104190051556,0.00028351176297292113,0.01880250684916973,,11249
,,,,,,,,0.001,11250
9,0.04768121615052223,0.002170778810977936,0.002003285102546215,0.012127122841775417,0.012305807322263718,0.000251987628871575,0.01907418668270111,,12499
,,,,,,,,0.001,12500
10,0.03719316050410271,0.0016717937542125583,0.0015188531251624227,0.006888350006192923,0.010204245336353779,0.00023010851873550564,0.016909906640648842,,13749
,,,,,,,,0.001,13750
11,0.04073543846607208,0.002179191680625081,0.0018761761020869017,0.007392656058073044,0.011006838642060757,0.00022139189240988344,0.018280576914548874,,14999
,,,,,,,,0.001,15000
12,0.03980713337659836,0.002198337810114026,0.0019460178446024656,0.0074937231838703156,0.010466105304658413,0.0002176475536543876,0.01770298182964325,,16249
,,,,,,,,0.001,16250
13,0.04436440020799637,0.0017528095049783587,0.001926533179357648,0.011713771149516106,0.010549907572567463,0.00019730876374524087,0.018421407788991928,,17499
,,,,,,,,0.001,17500
14,0.03648731857538223,0.0016736401012167335,0.0016706653404980898,0.00706111965700984,0.009532453492283821,0.00018170475959777832,0.01654943823814392,,18749
,,,,,,,,0.001,18750
15,0.04163103550672531,0.001878098351880908,0.0017921801190823317,0.011149581521749496,0.009874348528683186,0.00017005942936521024,0.016936805099248886,,19999
,,,,,,,,0.001,20000
16,0.036160241812467575,0.0019558940548449755,0.0016598232323303819,0.006823277100920677,0.009182021953165531,0.0001638316607568413,0.016539277508854866,,21249
,,,,,,,,0.001,21250
17,0.04178282618522644,0.0018357286462560296,0.0017533147474750876,0.01099037192761898,0.010191674344241619,0.00015775497013237327,0.017011716961860657,,22499
,,,,,,,,0.001,22500
18,0.033309463411569595,0.0013477593893185258,0.00139223865699023,0.006970465183258057,0.007833616808056831,0.00015211253776215017,0.015765387564897537,,23749
,,,,,,,,0.001,23750
19,0.036783114075660706,0.001633565523661673,0.0015821087872609496,0.007795479614287615,0.010256865993142128,0.00014627471682615578,0.015515055507421494,,24999
,,,,,,,,0.001,25000
20,0.03574506565928459,0.001528172753751278,0.001469314331188798,0.010548708029091358,0.008158884011209011,0.00014000842929817736,0.014039970003068447,,26249
,,,,,,,,0.001,26250
21,0.03640676289796829,0.0018101043533533812,0.001702780369669199,0.006950302980840206,0.008933592587709427,0.00014079957327339798,0.017009975388646126,,27499
,,,,,,,,0.001,27500
22,0.031275585293769836,0.0014868414727970958,0.0014570287894457579,0.006902037188410759,0.0073992181569337845,0.00013805352500639856,0.014030523598194122,,28749
,,,,,,,,0.001,28750
23,0.0391881987452507,0.0016460991464555264,0.0015383404679596424,0.009155021980404854,0.010276002809405327,0.00013264705194160342,0.016572702676057816,,29999
,,,,,,,,0.001,30000
24,0.04722319915890694,0.0017778553301468492,0.0017001449596136808,0.014490087516605854,0.0120027931407094,0.00012533040717244148,0.01725229062139988,,31249
,,,,,,,,0.001,31250
25,0.042465176433324814,0.0014996577519923449,0.0016114639583975077,0.011508431285619736,0.010407171212136745,0.00012323076953180134,0.017438512295484543,,32499
,,,,,,,,0.001,32500
26,0.03427797928452492,0.0019743444863706827,0.0014935829676687717,0.009282628074288368,0.007555021438747644,0.00012298957153689116,0.013972384855151176,,33749
,,,,,,,,0.001,33750
27,0.033596254885196686,0.0014651732053607702,0.001422738190740347,0.007931175641715527,0.007932404056191444,0.0001236694515682757,0.014844786375761032,,34999
,,,,,,,,0.001,35000
28,0.0405052974820137,0.0021520406007766724,0.0023181517608463764,0.010350560769438744,0.010043631307780743,0.00012288930884096771,0.015640955418348312,,36249
,,,,,,,,0.001,36250
29,0.035537127405405045,0.0015125647187232971,0.0013389216037467122,0.008553355000913143,0.008515520952641964,0.00011818284838227555,0.015616748481988907,,37499
,,,,,,,,0.001,37500
30,0.03905656933784485,0.0018997194711118937,0.0017570938216522336,0.011268477886915207,0.008097423240542412,0.00010982906678691506,0.016033850610256195,,38749
,,,,,,,,0.001,38750
31,0.03286237642168999,0.0015967676881700754,0.0015355796786025167,0.008810058236122131,0.007478579878807068,0.00010755113180493936,0.013441345654428005,,39999
,,,,,,,,0.001,40000
32,0.03253115713596344,0.001540748169645667,0.0016305368626490235,0.008637160994112492,0.006813426036387682,0.00010466833191458136,0.01390926819294691,,41249
,,,,,,,,0.001,41250
33,0.028550323098897934,0.0012152588460594416,0.001409556600265205,0.005811006762087345,0.007219431921839714,0.00010542674135649577,0.012895086780190468,,42499
,,,,,,,,0.001,42500
34,0.034158118069171906,0.0014688876690343022,0.0015822281129658222,0.009395737200975418,0.008184708654880524,0.00010179039236390963,0.013526581227779388,,43749
,,,,,,,,0.001,43750
35,0.027528461068868637,0.0012660829816013575,0.0012697740457952023,0.005683504976332188,0.006633429788053036,9.446704643778503e-05,0.0126756951212883,,44999
,,,,,,,,0.001,45000
36,0.039934638887643814,0.001449521048925817,0.001604732358828187,0.010770689696073532,0.009780378080904484,9.271057933801785e-05,0.016329322010278702,,46249
,,,,,,,,0.001,46250
37,0.03046676330268383,0.0012693951139226556,0.0012605044757947326,0.006138192489743233,0.007287214510142803,9.292730828747153e-05,0.014511488378047943,,47499
,,,,,,,,0.001,47500
38,0.032098736613988876,0.001706971786916256,0.0016607147408649325,0.00901712290942669,0.00709532992914319,8.919586980482563e-05,0.01261857245117426,,48749
,,,,,,,,0.001,48750
39,0.030148256570100784,0.001247077016159892,0.001196505967527628,0.0058035156689584255,0.006919133011251688,8.862507092999294e-05,0.01498204842209816,,49999
,,,,,,,,0.001,50000
40,0.03771018981933594,0.0015311185270547867,0.0016786125488579273,0.009008372202515602,0.007502836640924215,9.25783533602953e-05,0.01798924244940281,,51249
,,,,,,,,0.001,51250
41,0.029967937618494034,0.0015713045140728354,0.0014166842447593808,0.007623446639627218,0.006963331717997789,8.702695777174085e-05,0.012393146753311157,,52499
,,,,,,,,0.001,52500
42,0.034182529896497726,0.0015048347413539886,0.0013384867925196886,0.00916648656129837,0.0077429357916116714,8.461533434456214e-05,0.014429766684770584,,53749
,,,,,,,,0.001,53750
43,0.030180417001247406,0.0014284685021266341,0.0013547278940677643,0.006242378614842892,0.007055764086544514,7.961370283737779e-05,0.014099097810685635,,54999
,,,,,,,,0.001,55000
44,0.03520974889397621,0.00161964341532439,0.0018968473887071013,0.009256563149392605,0.006947583984583616,8.027197327464819e-05,0.015489117242395878,,56249
,,,,,,,,0.001,56250
45,0.033963270485401154,0.0014907435979694128,0.0015330107416957617,0.008010183461010456,0.006878159940242767,8.015611820155755e-05,0.01605117879807949,,57499
,,,,,,,,0.001,57500
46,0.029212765395641327,0.001266891835257411,0.0014334986917674541,0.006199299357831478,0.006624845787882805,7.463065412594005e-05,0.013688241131603718,,58749
,,,,,,,,0.001,58750
47,0.029264960438013077,0.0011584709864109755,0.0011614527320489287,0.007081584073603153,0.006566738709807396,7.282576552825049e-05,0.013296734541654587,,59999
,,,,,,,,0.001,60000
48,0.03145027160644531,0.0013516047038137913,0.0015391610795632005,0.008266795426607132,0.0062856473959982395,7.298082346096635e-05,0.014007038436830044,,61249
,,,,,,,,0.001,61250
49,0.032919298857450485,0.001432083430700004,0.0014715160941705108,0.008010203950107098,0.007400193717330694,7.150390592869371e-05,0.014605313539505005,,62499
,,,,,,,,0.001,62500
50,0.03391340747475624,0.0013756497064605355,0.0015979100717231631,0.009961925446987152,0.006782380864024162,7.200828258646652e-05,0.014195538125932217,,63749
,,,,,,,,0.001,63750
51,0.02882450260221958,0.0012463638558983803,0.0014844308607280254,0.0072999135591089725,0.006523243151605129,6.846086762379855e-05,0.012270537205040455,,64999
,,,,,,,,0.001,65000
52,0.02718297764658928,0.0011268823873251677,0.0010046514216810465,0.007810057140886784,0.005692284554243088,6.66621417622082e-05,0.011549110524356365,,66249
,,,,,,,,0.001,66250
53,0.027634533122181892,0.0014592311345040798,0.0015120180323719978,0.00698591023683548,0.0051198177970945835,6.688325083814561e-05,0.012557517737150192,,67499
,,,,,,,,0.001,67500
54,0.03519308939576149,0.0014908254379406571,0.0015090418746694922,0.008492236956954002,0.007374652195721865,6.399276753654703e-05,0.016326313838362694,,68749
,,,,,,,,0.001,68750
55,0.04116073250770569,0.001827579690143466,0.0019353039097040892,0.010118702426552773,0.01083937007933855,6.516434223158285e-05,0.016439788043498993,,69999
,,,,,,,,0.001,70000
56,0.028455069288611412,0.001291872700676322,0.0013341722078621387,0.00848214142024517,0.005753598641604185,6.322474655462429e-05,0.0115932896733284,,71249
,,,,,,,,0.001,71250
57,0.029743291437625885,0.0011054215719923377,0.001471254974603653,0.007034276612102985,0.007094238884747028,6.188901897985488e-05,0.013038087636232376,,72499
,,,,,,,,0.001,72500
58,0.027555273845791817,0.001292112865485251,0.001500059850513935,0.006769966334104538,0.0049490793608129025,6.487040809588507e-05,0.013044042512774467,,73749
,,,,,,,,0.001,73750
59,0.03842589259147644,0.002016880316659808,0.002034315373748541,0.010478008538484573,0.00775562459602952,6.558313179994002e-05,0.016141032800078392,,74999
,,,,,,,,0.001,75000
60,0.03293131664395332,0.0013594103511422873,0.0015165868680924177,0.007320697885006666,0.005785361863672733,6.658058555331081e-05,0.016949262470006943,,76249
,,,,,,,,0.001,76250
61,0.029939791187644005,0.0015844497829675674,0.0015213449951261282,0.008748126216232777,0.005635225214064121,6.348673196043819e-05,0.012450634501874447,,77499
,,,,,,,,0.001,77500
62,0.030867421999573708,0.0016164550324901938,0.0015025980537757277,0.008066190406680107,0.0065756263211369514,6.199053314048797e-05,0.013106529600918293,,78749
,,,,,,,,0.001,78750
63,0.026539742946624756,0.0013613036135211587,0.0012252291198819876,0.006407866720110178,0.00549316918477416,5.9547030105022714e-05,0.012052200734615326,,79999
,,,,,,,,0.001,80000
64,0.029834069311618805,0.001322003430686891,0.0013480023480951786,0.006871322635561228,0.0056533184833824635,6.1020851717330515e-05,0.014639393426477909,,81249
,,,,,,,,0.001,81250
65,0.029688898473978043,0.00130253448151052,0.0012642708607017994,0.009165005758404732,0.0060922522097826,5.8837216784013435e-05,0.011864839121699333,,82499
,,,,,,,,0.001,82500
66,0.03239944577217102,0.0012363024288788438,0.0013647888554260135,0.008373050019145012,0.006016496568918228,5.9086734836455435e-05,0.015408805571496487,,83749
,,,,,,,,0.001,83750
67,0.02901977300643921,0.0012360671535134315,0.001124387956224382,0.008286279626190662,0.005911746062338352,5.797777703264728e-05,0.012461270205676556,,84999
,,,,,,,,0.001,85000
68,0.03041491098701954,0.0012906994670629501,0.0011745140654966235,0.009478469379246235,0.006086102686822414,5.460830288939178e-05,0.012385115958750248,,86249
,,,,,,,,0.001,86250
69,0.027864249423146248,0.00110946549102664,0.0012789907632395625,0.007436131127178669,0.0057916296645998955,5.315802263794467e-05,0.01224802527576685,,87499
,,,,,,,,0.001,87500
70,0.027896158397197723,0.0013440309558063745,0.0012515875278040767,0.00684825424104929,0.005852940492331982,5.390444857766852e-05,0.012599333189427853,,88749
,,,,,,,,0.001,88750
71,0.026154538616538048,0.001384567585773766,0.0011715359287336469,0.006443611346185207,0.005007580388337374,5.5702435929561034e-05,0.012147270143032074,,89999
,,,,,,,,0.001,90000
72,0.030097128823399544,0.001217901473864913,0.0012974636629223824,0.008413747884333134,0.0055650388821959496,5.2852468797937036e-05,0.013602985069155693,,91249
,,,,,,,,0.001,91250
73,0.03167620673775673,0.0013048815308138728,0.0011757552856579423,0.006397751159965992,0.006578349974006414,5.218663136474788e-05,0.016219472512602806,,92499
,,,,,,,,0.001,92500
74,0.02989882417023182,0.0012008813209831715,0.0012884991010650992,0.008747218176722527,0.005985402502119541,5.3048646805109456e-05,0.012676810845732689,,93749
,,,,,,,,0.001,93750
75,0.029871508479118347,0.001203177496790886,0.001232909969985485,0.008040675893425941,0.005893688648939133,5.355244138627313e-05,0.013501022011041641,,94999
,,,,,,,,0.001,95000
76,0.029912954196333885,0.0012945556081831455,0.0011197879211977124,0.008963159285485744,0.005997901316732168,5.260738907963969e-05,0.012537522241473198,,96249
,,,,,,,,0.001,96250
77,0.027237635105848312,0.0013533352175727487,0.0011653815163299441,0.006911786738783121,0.00485440157353878,5.237261575530283e-05,0.012952743098139763,,97499
,,,,,,,,0.001,97500
78,0.03224954754114151,0.001479913480579853,0.0013367477804422379,0.008777217008173466,0.006067086011171341,5.16252766828984e-05,0.01458860281854868,,98749
,,,,,,,,0.001,98750
79,0.03356807678937912,0.0011926991865038872,0.0012545476201921701,0.009338701143860817,0.006850631907582283,5.221923129283823e-05,0.014931494370102882,,99999
,,,,,,,,0.001,100000
80,0.02890274114906788,0.0011788144474849105,0.0010514103341847658,0.006747396197170019,0.0059826490469276905,4.919336788589135e-05,0.013942472636699677,,101249
,,,,,,,,0.001,101250
81,0.03414406254887581,0.0015652840957045555,0.001445368048734963,0.010173170827329159,0.006174044217914343,4.7621400881325826e-05,0.014786201529204845,,102499
,,,,,,,,0.001,102500
82,0.031048256903886795,0.0012641536304727197,0.0013533018063753843,0.006152319256216288,0.006536586210131645,5.388260615291074e-05,0.01574191451072693,,103749
,,,,,,,,0.001,103750
83,0.03297104313969612,0.0013161110691726208,0.0012742883991450071,0.009695712476968765,0.006168454885482788,4.9739952373784035e-05,0.014516493305563927,,104999
,,,,,,,,0.001,105000
84,0.027204729616642,0.0010945083340629935,0.0009006491745822132,0.008025044575333595,0.005089172162115574,4.829688259633258e-05,0.012095354497432709,,106249
,,,,,,,,0.001,106250
85,0.034965068101882935,0.001411508652381599,0.0014578212285414338,0.007871772162616253,0.006517490372061729,4.790863022208214e-05,0.01770651899278164,,107499
,,,,,,,,0.001,107500
86,0.029523782432079315,0.001041991519741714,0.0010659515392035246,0.006893045734614134,0.006469003390520811,4.885565067525022e-05,0.014053767547011375,,108749
,,,,,,,,0.001,108750
87,0.031831059604883194,0.0013811603421345353,0.0012695533223450184,0.00869403313845396,0.00664870161563158,5.001808312954381e-05,0.013837582431733608,,109999
,,,,,,,,0.001,110000
88,0.028531445190310478,0.0010638986714184284,0.0013282473664730787,0.007938363589346409,0.005661121569573879,4.63379365100991e-05,0.012539812363684177,,111249
,,,,,,,,0.001,111250
89,0.030285537242889404,0.0013515099417418242,0.0013169104931876063,0.007547777611762285,0.006067771464586258,4.661430648411624e-05,0.014001562260091305,,112499
,,,,,,,,0.001,112500
90,0.0348365493118763,0.0010632647899910808,0.001097920467145741,0.010005692020058632,0.007934079505503178,4.435624578036368e-05,0.014735580421984196,,113749
,,,,,,,,0.001,113750
91,0.030774792656302452,0.0010333404643461108,0.0012573587009683251,0.007774977013468742,0.005858686752617359,4.507189805735834e-05,0.014850444160401821,,114999
,,,,,,,,0.001,115000
92,0.028247930109500885,0.001150327268987894,0.0010887047974392772,0.008189558982849121,0.005371958017349243,4.603595152730122e-05,0.01244738046079874,,116249
,,,,,,,,0.001,116250
93,0.03280440717935562,0.0010512499138712883,0.0011443073162809014,0.008690357208251953,0.006908939220011234,4.475010064197704e-05,0.015009557828307152,,117499
,,,,,,,,0.001,117500
94,0.034527987241744995,0.001176319899968803,0.0012114598648622632,0.008837402798235416,0.00661754235625267,4.367778092273511e-05,0.016685303300619125,,118749
,,,,,,,,0.001,118750
95,0.0367482453584671,0.001311022904701531,0.0012105299392715096,0.0089005371555686,0.007510059978812933,4.469956911634654e-05,0.017816100269556046,,119999
,,,,,,,,0.001,120000
96,0.026799596846103668,0.0008237678557634354,0.0009122989722527564,0.007459951099008322,0.00465737609192729,4.252551661920734e-05,0.012946202419698238,,121249
,,,,,,,,0.001,121250
97,0.03092651441693306,0.0009222606895491481,0.000987812178209424,0.008189663290977478,0.005321516189724207,4.106597771169618e-05,0.015505276620388031,,122499
,,,,,,,,0.001,122500
98,0.03375177085399628,0.0011575932148844004,0.0011601399164646864,0.007253854535520077,0.007212840486317873,4.0661965613253415e-05,0.016967328265309334,,123749
,,,,,,,,0.001,123750
99,0.03304857760667801,0.0010733355302363634,0.0010872887214645743,0.01009111013263464,0.005945753306150436,4.074723619851284e-05,0.014851086772978306,,124999
,,,,,,,,0.001,125000
100,0.032642289996147156,0.0014240972232073545,0.0009903108002617955,0.007967476733028889,0.005650948733091354,4.3631302105495706e-05,0.016609514132142067,,126249
,,,,,,,,0.001,126250
101,0.03374950960278511,0.0008666095673106611,0.0009682675590738654,0.009416048415005207,0.00738070672377944,4.107564018340781e-05,0.015117848291993141,,127499
,,,,,,,,0.001,127500
102,0.031948965042829514,0.000982866040430963,0.0011416905326768756,0.00904238410294056,0.006297021638602018,3.771265983232297e-05,0.014484986662864685,,128749
,,,,,,,,0.001,128750
103,0.031115781515836716,0.001056233886629343,0.0012403038563206792,0.006085945293307304,0.005907019600272179,3.518111407174729e-05,0.01682628132402897,,129999
,,,,,,,,0.001,130000
104,0.03512292355298996,0.0013075416209176183,0.0011974560329690576,0.010238035582005978,0.007180435117334127,3.5148732422385365e-05,0.01519947499036789,,131249
,,,,,,,,0.001,131250
105,0.032020483165979385,0.0011455530766397715,0.0008634208934381604,0.00774235837161541,0.006000482477247715,3.682770693558268e-05,0.016268644481897354,,132499
,,,,,,,,0.001,132500
106,0.030835382640361786,0.0010609530145302415,0.0010799537412822247,0.007307763677090406,0.00676968926563859,3.482840838842094e-05,0.014617021195590496,,133749
,,,,,,,,0.001,133750
107,0.03283983841538429,0.0010218422394245863,0.0011815688339993358,0.010082075372338295,0.0064691039733588696,3.437491977820173e-05,0.014085269533097744,,134999
,,,,,,,,0.001,135000
108,0.03510233387351036,0.0012430819915607572,0.0011830502189695835,0.010934034362435341,0.006510765291750431,3.489057780825533e-05,0.01523139514029026,,136249
,,,,,,,,0.001,136250
109,0.033009108155965805,0.0010009326506406069,0.0011416204506531358,0.007728998549282551,0.0056413207203149796,3.5933848266722634e-05,0.017496248707175255,,137499
,,,,,,,,0.001,137500
110,0.03250580653548241,0.0010063245426863432,0.0011603649472817779,0.006683757994323969,0.006095439661294222,3.92036818084307e-05,0.017559923231601715,,138749
,,,,,,,,0.001,138750
111,0.028513619676232338,0.0010926710674539208,0.0010674037039279938,0.007382912561297417,0.005809125956147909,3.9315669710049406e-05,0.013161487877368927,,139999
,,,,,,,,0.001,140000
112,0.028920352458953857,0.0009581698686815798,0.0011167025659233332,0.008700552396476269,0.005260670091956854,3.820790516328998e-05,0.012884264811873436,,141249
,,,,,,,,0.001,141250
113,0.03116314671933651,0.0010255413362756371,0.0008752096327953041,0.006188349798321724,0.005897495895624161,3.775246295845136e-05,0.017176538705825806,,142499
,,,,,,,,0.001,142500
114,0.03390280902385712,0.001151115633547306,0.0011567004257813096,0.0093358950689435,0.006706309504806995,3.7077181332279e-05,0.015552802942693233,,143749
,,,,,,,,0.001,143750
115,0.032348617911338806,0.0008606390911154449,0.0013718801783397794,0.010133001953363419,0.0058858259581029415,3.797876706812531e-05,0.014097299426794052,,144999
,,,,,,,,0.001,145000
116,0.030282314866781235,0.0009237165213562548,0.000945492647588253,0.009109742939472198,0.006548613775521517,3.556456431397237e-05,0.012754720635712147,,146249
,,,,,,,,0.001,146250
117,0.027287505567073822,0.0009743411210365593,0.0009261015220545232,0.007202942855656147,0.005342782475054264,3.509074304020032e-05,0.012841337360441685,,147499
,,,,,,,,0.001,147500
118,0.026264099404215813,0.0010480956407263875,0.0008883472182787955,0.006904670502990484,0.004774020053446293,3.468967042863369e-05,0.012648969888687134,,148749
,,,,,,,,0.001,148750
119,0.031131530180573463,0.0012291144812479615,0.0010441085323691368,0.008020383305847645,0.005592721048742533,3.425385511945933e-05,0.01524517685174942,,149999
,,,,,,,,0.001,150000
120,0.032484110444784164,0.0011237337021157146,0.0012739237863570452,0.008649692870676517,0.007180050015449524,3.498473233776167e-05,0.014256649650633335,,151249
,,,,,,,,0.001,151250
121,0.030196774750947952,0.0009516412974335253,0.0009611716377548873,0.008987348526716232,0.006338937673717737,3.236508564441465e-05,0.012957685627043247,,152499
,,,,,,,,0.001,152500
122,0.03114921599626541,0.00102741620503366,0.0010092301527038217,0.009054557420313358,0.006051724776625633,3.28277274093125e-05,0.014006325975060463,,153749
,,,,,,,,0.001,153750
123,0.03264416381716728,0.0009871663060039282,0.0011861685197800398,0.010080577805638313,0.0064902291633188725,3.44363106705714e-05,0.013900035060942173,,154999
,,,,,,,,0.001,155000
124,0.033925700932741165,0.0010954582830891013,0.0011130525963380933,0.008949906565248966,0.005811001174151897,3.356739034643397e-05,0.016956260427832603,,156249
,,,,,,,,0.001,156250
